text_to_analyse,label
"Termostato nuevo que al poner la pila para instalarlo se queda la pantalla congelada, se quita la pila varias veces pero sigue sin hacer nada y poder navegar por el menú RADIOTERMOSTATO MONOCROMO AIRZONE THINK BLANCO CAMBIO DE TERMOSTATO",0
"Termostato nuevo que al poner la pila para instalarlo se queda la pantalla congelada, se quita la pila varias veces pero sigue sin hacer nada y poder navegar por el menú RADIOTERMOSTATO MONOCROMO AIRZONE THINK BLANCO CAMBIO DE TERMOSTATO",0
"BLUEFACE NO ARRANCA_x000D_
BLUEFACE PANTALLA A RAYAS ( 2 UNIDADES)_x000D_
BLUEFACE PANTALLA CAMBIA DE COLOR TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",1
"BLUEFACE NO ARRANCA_x000D_
BLUEFACE PANTALLA A RAYAS ( 2 UNIDADES)_x000D_
BLUEFACE PANTALLA CAMBIA DE COLOR TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",1
"BLUEFACE NO ARRANCA_x000D_
BLUEFACE PANTALLA A RAYAS ( 2 UNIDADES)_x000D_
BLUEFACE PANTALLA CAMBIA DE COLOR TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",1
"BLUEFACE NO ARRANCA_x000D_
BLUEFACE PANTALLA A RAYAS ( 2 UNIDADES)_x000D_
BLUEFACE PANTALLA CAMBIA DE COLOR TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",1
"Piensa que el termostato no funciona incluso cuando se cambian las baterías_x000D_
el número de factura se ingresó como referencia Piensa en el termostato radio blanco El termostato no funciona ni siquiera al cambiar las pilas._x000D_
_x000D_
Se ha introducido el número de factura como referencia del pedido.",0
La pantalla del controlador no se apaga Termostato de cara azul La pantalla no se duerme.,1
El termostato no enciende. Prueba con otras baterías Remoto El termostato no enciende,0
"1x Termostato BLANCO BLUEFACE AZCE6BLUEFACECB (s/n F00FM92) permanece bloqueado en el logo de Airzone_x000D_
1 termostato THINK con cable blanco AZCE6THINKCB (s/n F00JNCQ) Problema de visualización (línea negra en la pantalla)_x000D_
1x Termostato THINK RADIO WHITE AZCE6THINKRB (s/n F00KMLQ) Problema de visualización (línea negra en la pantalla)_x000D_
1x Puerta de enlace de comunicación AZX6QADAPT3MHI (s/n F00JPX1) sin comunicación con el conducto (cambie con otra puerta de enlace, prueba bien). Termostato BLUEFACE BLANC permanece pegado en el logo de Airzone",1
"1x Termostato BLANCO BLUEFACE AZCE6BLUEFACECB (s/n F00FM92) permanece bloqueado en el logo de Airzone_x000D_
1 termostato THINK con cable blanco AZCE6THINKCB (s/n F00JNCQ) Problema de visualización (línea negra en la pantalla)_x000D_
1x Termostato THINK RADIO WHITE AZCE6THINKRB (s/n F00KMLQ) Problema de visualización (línea negra en la pantalla)_x000D_
1x Puerta de enlace de comunicación AZX6QADAPT3MHI (s/n F00JPX1) sin comunicación con el conducto (cambie con otra puerta de enlace, prueba bien). Termostato THINK CABLE BLANCO Problema de visualización (línea negra en la pantalla)",1
"1x Termostato BLANCO BLUEFACE AZCE6BLUEFACECB (s/n F00FM92) permanece bloqueado en el logo de Airzone_x000D_
1 termostato THINK con cable blanco AZCE6THINKCB (s/n F00JNCQ) Problema de visualización (línea negra en la pantalla)_x000D_
1x Termostato THINK RADIO WHITE AZCE6THINKRB (s/n F00KMLQ) Problema de visualización (línea negra en la pantalla)_x000D_
1x Puerta de enlace de comunicación AZX6QADAPT3MHI (s/n F00JPX1) sin comunicación con el conducto (cambie con otra puerta de enlace, prueba bien). Termostato THINK RADIO BLANC Problema de visualización (línea negra en la pantalla)",1
"TERMOSTATO BLUEFACE NO FUNCIONA. SE QUEDA COLGADO A LOS 10 MINUTOS Y EN LA PANTALLA SE PONE LAS LÍNEAS CARGANDO. SE HACE RESET Y FUNCIONA, PERO A LOS 10 MINUTOS OTRA VEZ LO MISMO. CARA AZUL NO FUNCIONA BLUEFACE.",0
"BLUEFACE SE QUEDA LA PANTALLA EN BLANCO_x000D_
FLEXA 3 ERROR 1 CABLE INTELIGENTE TERMOSTATO AIRZONE BLUEFACE BL ENVIAR UN TERMOSTATO NUEVO",1
NO FUNCIONA NINGUN MANDO NI LA CENTRAL AUTORIZADA REPARACION PARACION EN GARANTIA  JAVIER AGUILAR MANDO NO FUNCIONA CORRECTAMENTE INCLUSO CAMBIANDO LAS BATERIAS,0
"EL TERMOSTATO SE QUEDA LA PANTALLA EN BLANCO._x000D_
VERIFICADO Y HABLADO CON RAFAEL VERA TERMOSTATO COLOR AIRZONE BLUEFACE 32Z REPOSICION PIEZA",1
"LA PANTALLA SE VE EN DOS COLORES, AZUL Y VERDE, Y SE APRIETAN LOS \""BOTONES\"" SOLOS. BLUEFACE CABLE NEGRO LA PANTALLA SE VE EN DOS COLORES, AZUL Y VERDE, Y SE APRIETAN LOS \""BOTONES\"" SOLOS.",1
"NO RESPONDE, NO CONSIGUE ARRANCAR, LLAMADA 12119 TTO. CENT MONOCROMO THINK 8Z RADIO BLANCO NO RESPONDE, NO CONSIGUE ARRANCAR. LLAMADA 12119",0
Han enviado dos termostatos y en la pantalla se ven todas las funciones al mismo tiempo FACTURA 1/12108394 QUE ENVIEN DOS TERMOSTATOS NUEVOS,1
TERMOSTATO BLUEFACE SE QUEDA BLOQUEADO Y NO RESPONDE EL TACTIL.  NO RESPONDE AL TACTIL,0
No funciona correctamente la pantalla del termostato TERMOSTATO LA PANTALLA TACTIL NO FUNCIONA CORRECTAMENTE,1
"TERMOSTATO BLUEFACE QUE SE QUEDA LA PANTALLA EN NEGRO._x000D_
NO HACE ANDA, VERIFICADO POR FEDERICO TERMOSTATO COLOR AIRZONE BLUEFACE 8Z REPOSICION EN GARANTIA",1
"La pantalla se ha quedado bloqueada y no responde ni aún cambiando la pila_x000D_
Material a devolver: AZCE6THINKRB: F00Q1VV_x000D_
Material a pedir: AZCE6THINKRB  Reposición por otro artículo: AZCE6THINKRB",0
"TERMOSTATO NUEVO , NO FUNCIONA, BLOQUEADO , NO RESPONDE. TERMOSTATO RADIO TERMOSTATO NUEVO, NO RESPONDE ( BLOQUEADO).",0
"2 mandos a distancia HS, pantalla congelada  la pantalla congelada nunca cambia",0
"2 mandos a distancia HS, pantalla congelada  la pantalla congelada nunca cambia",0
"NO FUNCIONA CABLE TERMOSTATO AZCE6THINKCB AZCE6THINKCB         MANDO MAESTRO     F00K4NW        NO RESPONDE_x000D_
AZCE6THINKCB                                            F00JNB6          NO FUNCIONA CORRECTAMENTE_x000D_
AZCE6THINKCB                                            F00K4NS         NO RESPONDE",0
HACE COSAS RARAS LA PANTALLA Y SE CALIENTA AZULEJO HECE COSAS RARAS LA PANTALLA Y SE CALIENTA,1
No se enciende la pantalla bien del termostato blueface TERMOSTATO AZUL No se enciende la pantalla bien del termostato blueface,1
"ENVIAR A AIRTOTAL CALLE VERAZCRU 59 LOCAL 2 AZDI6 BLUEFACECB EN GARANTIA. ENVIO LOS AVCERIADOS EN LA FURGONETA (F00FMHM Y F00FM98. NO INICCIAN. SE ENCIENDE UN POCO Y PAGAN, PARECE PANTALLA AVERIADA. COMPROBADO CON OTRO Y LA CENTRAL Y MODULOS ESTABAN BIEN_x000D_
_x000D_
POR FAVOR, ENVIARLO A AIRTOTAL, DELEGACION MALAGA AZDI6BLUEFACECB ENVIAR A AIRTOTAL CALLE VERAZCRU 59 LOCAL 2 AZDI6 BLUEFACECB EN GARANTIA. ENVIO LOS AVCERIADOS EN LA FURGONETA (F00FMHM Y F00FM98. NO INICCIAN. SE ENCIENDE UN POCO Y PAGAN, PARECE PANTALLA AVERIADA. COMPROBADO CON OTRO Y LA CENTRAL Y MODULOS ESTABAN ",1
"TERMOSTATO HS _x000D_
Razón: pantalla bloqueada TERMOSTATO EL PANTALLA DEL TERMOSTATO PERMANECE BLOQUEADO",0
BLUEFACE SE HA QUEDADO NEGRTO Y NO RESPONDE CARA AZUL BLUEFACE SE HA QUEDADO NEGRO Y NO RESPONDE,0
"La pantalla tiene líneas verticales, está bloqueada. termostato cara azul Pantalla que se congela con rayas verticales",1
"Es 1 unidad y el cliente solo especifica que no enciende la pantalla y no funciona._x000D_
Se solicita abono. TERMOSTATO AIRZONE BLUEFACE NEGRO AZDI6 Es 1 unidad y el cliente solo especifica que no enciende la pantalla y no funciona._x000D_
Se solicita abono.",1
"varios componentes:_x000D_
termostato blueface con pantalla en rojo ( reposicion)_x000D_
termostato blueface con pixelacion de pantalla (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
pasalera lg averiada (devolucion) TERMOSTATO PIENSA error 01 constante, no se quita cambiándolo de zona ni de sistema, solicitamos el repuesto del mismo",1
"varios componentes:_x000D_
termostato blueface con pantalla en rojo ( reposicion)_x000D_
termostato blueface con pixelacion de pantalla (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
pasalera lg averiada (devolucion) TERMOSTATO PIENSA error 01 constante, no se quita cambiándolo de zona ni de sistema, solicitamos la reposición del mismo",1
"varios componentes:_x000D_
termostato blueface con pantalla en rojo ( reposicion)_x000D_
termostato blueface con pixelacion de pantalla (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
pasalera lg averiada (devolucion) cara azul termostato bluefaCE CON PARTE DE LA PANTALLA PIXELADA, solicitamos la reposición del mismo",1
"varios componentes:_x000D_
termostato blueface con pantalla en rojo ( reposicion)_x000D_
termostato blueface con pixelacion de pantalla (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
termostato think con error 01 constante (reposicion)_x000D_
pasalera lg averiada (devolucion) cara azul Termostato blueface con toda la pantalla en rojo, no hay manera de restablecerlo, solicitamos la reposicion del mismo.",1
"se envia termostato AZDI6BLUEFACECB F008XHM PARA REPARAR, YA QUE PANTALLA NO FUNCIONA BIEN._x000D_
_x000D_
_x000D_
ENVIAR A SU DIRECCION AZDI6BLUEFACECB se envia termostato AZDI6BLUEFACECB F008XHM PARA REPARAR, YA QUE PANTALLA NO FUNCIONA BIEN._x000D_
_x000D_
_x000D_
ENVIAR A SU DIRECCION",1
PANTALLA DISTORSIONADA Y BLOQUEADA PIENSE EN EL TERMOSTATO RADIO MONOCROMO REPOSICION EN GARANTIA,1
La pantalla del termostato se queda atascada Termostato Radio Think La pantalla del termostato permanece congelada,0
"Think Radio termostato atascado en la pantalla ""sin batería"" a pesar de que la batería es nueva_x000D_
Solicitud de intercambio estándar vista con JS Capiali PIENSA EN LA RADIO La pantalla se atasca en \""sin batería\"" a pesar de que la batería es nueva",0
¿LA PANTALLA DE ESPERA PERMANECE VERDE? VISTO CON SOPHIE  PANTALLA VERDE,1
TERMOSTATO BLUEFACE DE CENTRALIZADO NO FUNCIONA / PANTALLA EN NEGRO TERMOSTATO COLOR AIRZONE BLUEFACE 8Z REPOSICION EN GARANTIA,1
"SE ENVIA TERMOSTATO AZCE6BLUEFACECB F00AQUJ, PARA REPARAR, YA QUE PANTALLA NO FUNCIONA SE QUEDA BLOQUEADA. ESTA EN GARANTIA._x000D_
_x000D_
_x000D_
ENVIAR UNO NUEVO EN GARANTIA A AIRTOTAL AZCE6BLUEFACECB SE ENVIA TERMOSTATO AZCE6BLUEFACECB F00AQUJ, PARA REPARAR, YA QUE PANTALLA NO FUNCIONA SE QUEDA BLOQUEADA. ESTA EN GARANTIA._x000D_
_x000D_
_x000D_
ENVIAR UNO NUEVO EN GARANTIA A AIRTOTAL",0
El termostato Blueface no responde a ningún comando TERMOSTATO AZUL El termostato Blueface no responde,0
El termostato ya no funciona: la pantalla permanece permanentemente iluminada en blanco y ya no reacciona Termostato Blueface El termostato ya no funciona - La pantalla permanece encendida permanentemente en blanco y ya no reacciona,1
"2 BLUEFACE NO SE ENCIENDE_x000D_
FLEXA 3 SIN COMUNICACIÓN_x000D_
CENTRAL DE ELEMENTOS RADIANTES NO COMUNICA_x000D_
WEBSERVER NO FUNCIONA_x000D_
PASARELA DAIKIN EN ERROR TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",0
"2 BLUEFACE NO SE ENCIENDE_x000D_
FLEXA 3 SIN COMUNICACIÓN_x000D_
CENTRAL DE ELEMENTOS RADIANTES NO COMUNICA_x000D_
WEBSERVER NO FUNCIONA_x000D_
PASARELA DAIKIN EN ERROR TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",0
"2 BLUEFACE NO SE ENCIENDE_x000D_
FLEXA 3 SIN COMUNICACIÓN_x000D_
CENTRAL DE ELEMENTOS RADIANTES NO COMUNICA_x000D_
WEBSERVER NO FUNCIONA_x000D_
PASARELA DAIKIN EN ERROR CENTRO DEL SISTEMA AIRZONE FLEXA 3.0 ENVIAR CENTRAL NUEVA",0
SE QUEDAN LAS PANTALLAS EN BLANCO.  PANTALLA EN BLANCO,1
SE QUEDAN LAS PANTALLAS EN BLANCO.  PANTALLA EN BLANCO,1
SE QUEDAN LAS PANTALLAS EN BLANCO.  PANTALLA EN BLANCO,1
TTO AVERIADO. PANTALLA CON DIGITOS DE FONDO. TERMOSTATO AZCE6THINKCB TTO AVERIADO. SE QUEDAN LOS DIGITOS MARCADOS EN PANTALLA,1
El tacto no responde  El tacto no responde,0
TIENE UNA LINEA ROJA EN LA PANTALLA TERMOSTATO AZUL SOLICITAMOS EL CAMBIO,1
"El termostato Blueface encantado ya no responde a los comandos._x000D_
Según consulta telefónica retiramos el componente. _x000D_
y le pedimos que lo haga reparar/reparar. Término. colores del cable Blueface Blanco 32z EL CONTROL ESTA BLOQUEADO YA NO RESPONDE NI FISICA NI REMOTAMENTE",0
"Enviar en garantia urgente a su almacen en CALLE CARBON 21, MARBELLA ,  1 AZABLUEFECOEB 00BYQT, ALBARAN 22111718_x000D_
_x000D_
_x000D_
SE LE ACABA DE ENVIAR Y EL AZABLUEFECOEB Y LA PANTALLA NO FUNCIONA Y SALE ERROR 6 TAMBIEN_x000D_
_x000D_
 RECOGER AVERIADO AZABLUEFECOEB Enviar en garantia urgente a su almacen en CALLE CARBON 21, MARBELLA ,  1 AZABLUEFECOEB 00BYQT, ALBARAN 22111718SE LE ACABA DE ENVIAR Y EL AZABLUEFECOEB Y LA PANTALLA NO FUNCIONA Y SALE ERROR 6 TAMBIEN RECOGER AVERIADO",1
"Buen día_x000D_
2 termostatos Blue face pro 32 HS, _x000D_
el primero tiene la pantalla desplazada hacia un lado con respecto al termostato._x000D_
el segundo está fijo en la A de Airzone. IPRO 32 DE CARA AZUL PANTALLA QUE ESTÁ DESPLAZADA DEL TERMOSTATO",1
"Buen día_x000D_
2 termostatos Blue face pro 32 HS, _x000D_
el primero tiene la pantalla desplazada hacia un lado con respecto al termostato._x000D_
el segundo está fijo en la A de Airzone. IPRO 32 DE CARA AZUL PANTALLA CONGELADA EN LA A DE AIRZONE",1
No hay visualización en pantalla. Todo funciona después de reemplazar el control remoto. Mando a distancia BLUE FACE NEGRO No hay visualización en la pantalla. Todo funciona después de reemplazar el control remoto.,1
"enviar a airtotal en calle veracruzx 59 local 2, 1 termostatos azdithinkcb , ya que al hacer puesta en marcha caros Fernandez en vicienda de plan renove en calle pacifico 31 3b, un AZDI6THINKCB m20eee  no funciona, y la pantalla esta mal._x000D_
_x000D_
_x000D_
ESTA EN GARANTIA. SE HA COMPRADO HACE 1 MES. ALBARAN DE DELEGACION 22111401_x000D_
_x000D_
EN VIAR NUEVO EN GARANTIA A AIRTOTAL azdi6thinkcb enviar a airtotal en calle veracruzx 59 local 2, 1 termostatos azdi6thinkcb , ya que al hacer puesta en marcha caros Fernandez en vicienda de plan renove en calle pacifico 31 3b, un AZDI6THINKCB m20eee  no funciona, y la pantalla esta mal._x000D_
_x000D_
_x000D_
ESTA ",1
"El termostato no actúa, indica ""no battery"". Se le ha sustituido la pila por si acaso, con una de otro termostato del mismo pedido, pero hace lo mismo, por lo que tiene algún problema interno. AZCE6PIENSA El termostato no actúa, indica \""no battery\"". Se le ha sustituido la pila por si acaso, con una de otro termostato del mismo pedido, pero hace lo mismo, por lo que tiene algún problema interno.",0
"Pantalla azul, el control remoto ya no funciona. control remoto con cara azul Pantalla azul, el control remoto ya no funciona.",1
Esta es la segunda vez que la pantalla muestra líneas verdes y azules.  Esta es la segunda vez que la pantalla es azul y verde por lo que ya no funciona.,1
"HEMOS CONTACTADO CON ATC CLIENTE Y HEMOS HABLADO CON FEDERICO RUBIO, HACIENDO LAS PRUEBAS PARA SOLUCIONAR ERROR 11 CON MAQUINAS MITSUBISHI, REALIZANDO LAS PRUEBAS QUE NOS INDICA LA PANTALLA SECUNDARIA SE QUEDO EN COLOR AZUL CON ICONO ""A"" EN EL CENTRO, SE MUEVE DE SITIO PARA REINICIARLA Y TAMPOCO ARRANCA, HEMOS DEJADO NUMERO DE SERIE SOBRE LA MARCHA A FEDERICO Y NOS HA DICHO QUE ABRIESEMOS ESTA INCIDENCIA PARA SUSTITUCION DE EQUIPO. Nº SERIE F002QC   MODELO AZDI6BLUEFACECB  CAMBIO POR BLOQUEO",1
Termostato Flexa radio inalambrico que no funciona. Pantalla bloqueada y no responde Radiotermostato flexa Termostato bloqueado no responde. Se queda pantalla bloqueada,0
"Pantallas congeladas en 2 termostatos THINKRB._x000D_
Ver billete 31284 2 TERMOSTATOS PIENSA EN RB Piense en radiotermostatos con pantallas congeladas._x000D_
Ver billete 31284",0
"el termostato no se ve,  al pasar las distintas pantallas se ve borroso CABLE TIPO THINK BLANCO COD. AZCE6THINKCB el termostato no se ve,  al pasar las distintas pantallas se ve borroso",1
CARA AZUL CON PANTALLA VERDE  NÚMERO DE BOLETO 18729,1
"No funcionan las pantallas y una rejilla defectuosa. PIENSA EN BLANCO REPONER EN GARANTIA, COMENTAR QUE NO INDICO LOS Nº DE ALBARANES PORQUE NO SE A QUE ALBARAN VUESTRO CORRESPONDEN LOS NUMEROS DE SERIE.",1
No funcionan las pantallas y una rejilla defectuosa. PIENSA EN BLANCO .....,1
No funcionan las pantallas y una rejilla defectuosa. PIENSA EN BLANCO ......,1
No funcionan las pantallas y una rejilla defectuosa. blueface blanco ........,1
"3 TERMOSTATOS BLUEFACE AZDI6BLUEFACECB QUEDAN BLOQUEADOS Y NO DEJAN ACCEDER A LA PROGRAMACIÓ NI ES POSIBLE REALIZAR NINGUNA OPERACIÓN._x000D_
2 TERMOSTATOS BLUEFACE ARA6BLUEFACECB QUEDAN CON RAYAS NEGRAS EN LA PANTALLA Y NO ES POSIBLE ELIMINARLAS. TERMOSTATO BLUEFACE CABLE BLANCO QUEDA BLOQUEADO, SOLICITAMOS REPOSICIÓN O EN SU DEFECTO LA REPARACIÓN",0
"3 TERMOSTATOS BLUEFACE AZDI6BLUEFACECB QUEDAN BLOQUEADOS Y NO DEJAN ACCEDER A LA PROGRAMACIÓ NI ES POSIBLE REALIZAR NINGUNA OPERACIÓN._x000D_
2 TERMOSTATOS BLUEFACE ARA6BLUEFACECB QUEDAN CON RAYAS NEGRAS EN LA PANTALLA Y NO ES POSIBLE ELIMINARLAS. TERMOSTATO BLUEFACE CABLE BLANCO QUEDA BLOQUEADO, SOLICITAMOS REPOSICIÓN O EN SU DEFECTO LA REPARACIÓN",0
"3 TERMOSTATOS BLUEFACE AZDI6BLUEFACECB QUEDAN BLOQUEADOS Y NO DEJAN ACCEDER A LA PROGRAMACIÓ NI ES POSIBLE REALIZAR NINGUNA OPERACIÓN._x000D_
2 TERMOSTATOS BLUEFACE ARA6BLUEFACECB QUEDAN CON RAYAS NEGRAS EN LA PANTALLA Y NO ES POSIBLE ELIMINARLAS. TERMOSTATO BLUEFACE CABLE BLANCO QUEDA BLOQUEADO, SOLICITAMOS REPOSICIÓN O EN SU DEFECTO LA REPARACIÓN",0
"3 TERMOSTATOS BLUEFACE AZDI6BLUEFACECB QUEDAN BLOQUEADOS Y NO DEJAN ACCEDER A LA PROGRAMACIÓ NI ES POSIBLE REALIZAR NINGUNA OPERACIÓN._x000D_
2 TERMOSTATOS BLUEFACE ARA6BLUEFACECB QUEDAN CON RAYAS NEGRAS EN LA PANTALLA Y NO ES POSIBLE ELIMINARLAS. TERMOSTATO BLUEFACE CABLE BLANCO RAYAS NEGRAS EN LA PANTALLA, SOLICITAMOS LA REPOSICIÓN O EN SU DEFECTO LA REPARACIÓN",0
"3 TERMOSTATOS BLUEFACE AZDI6BLUEFACECB QUEDAN BLOQUEADOS Y NO DEJAN ACCEDER A LA PROGRAMACIÓ NI ES POSIBLE REALIZAR NINGUNA OPERACIÓN._x000D_
2 TERMOSTATOS BLUEFACE ARA6BLUEFACECB QUEDAN CON RAYAS NEGRAS EN LA PANTALLA Y NO ES POSIBLE ELIMINARLAS. TERMOSTATO BLUEFACE CABLE BLANCO RAYAS NEGRAS EN LA PANTALLA, SOLICITAMOS LA REPOSICIÓN O EN SU DEFECTO LA REPARACIÓN",0
"LA PANTALLA SE QUEDA EN NEGRO CON 3 PUNTOS EN BLANCO, LLAMADA 16133 TERMOSTATO. DISTRITO. INTELIGENTE. BLUEFACE 32 Z BL. LA PANTALLA SE QUEDA EN NEGRO CON 3 PUNTOS EN BLANCO",1
"LA PANTALLA NO SE ENCIENDE _x000D_
AZCE6BLUEFACECB AZCE6BLUEFACECB AZCE6BLUEFACECB",1
"Visualización inconsistente _x000D_
La pantalla no responde Termostato BlueFace El termostato ya no responde y muestra entradas inconsistentes",1
La pantalla se apaga  NO FUNCIONA LA PANTALLA,1
TERMOSTATO CON PANTALLA TACTIL BLOQUEADA - NO RESPONDE A LOS PULSOS TERMOSTATO COLOR AIRZONE BLUEFACE 32Z REPOSICION EN GARANTIA,0
Pantalla congelada en la lengua. No se puede emparejar. Batería cambiada.  pantalla congelada.,0
"BLUEFACE NO ARRANCA_x000D_
THINK NO MIDE BIEN LA TEMPERATURA TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO",0
"BLUEFACE NO ARRANCA_x000D_
THINK NO MIDE BIEN LA TEMPERATURA TERMOSTATO THINK CABLE NEGRO ENVIAR UN TERMOSTATO NUEVO",0
NO FUNCIONA CORRECTAMENTE DISPLAY PANTALLA TERMOSTATO COLOR AIRZONE BLUEFACE 8Z REPOSICION EN GARANTIA PIEZA,1
AVERIADO EN GARANTIA. TERMOSTATO BLUEFACE CABLE BLANCO NO RESPONDE,0
"3 termostatos HS _x000D_
ref azce6bluefacecn s/n: m1138d mal funcionamiento completo_x000D_
ref azce6bluefacecn s/n: m112gh pantalla lcd ilegible rejilla_x000D_
ref azce6bluefacecn s/n: m1131v sin retroiluminación_x000D_
Como se ve en la línea directa de sustitución de los tres termostatos HS _x000D_
gracias de antemano _x000D_
Buen día termostato pantalla de cuadrícula LCD ilegible",1
"3 termostatos HS _x000D_
ref azce6bluefacecn s/n: m1138d mal funcionamiento completo_x000D_
ref azce6bluefacecn s/n: m112gh pantalla lcd ilegible rejilla_x000D_
ref azce6bluefacecn s/n: m1131v sin retroiluminación_x000D_
Como se ve en la línea directa de sustitución de los tres termostatos HS _x000D_
gracias de antemano _x000D_
Buen día termostato mal funcionamiento completo",1
PANTALLA AZUL BLOQUEADA  PANTALLA AZUL BLOQUEADA,0
"EL TERMOSTATO NO LLEGA A ARRANCAR, SE QUEDA LA PANTALLA EN NEGRO CON LA \""A\"" TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 3 ENVIAR UN TERMOSTATO  NUEVO",1
Fallo de visualización. Línea perdida en la pantalla Termostato BlueFace Línea perdida en la pantalla,1
TERMOSTATO SE LE QUEDA LA PANTALLA BLOQUEADA. TERMOSTATO COLOR AIRZONE BLUEFACE 8Z REPOSICION EN GARANTIA,0
"Termostato radio de zona que da batería baja y empieza a fallar, cuando se le cambia la pila a los 15 ó 20 días estáigual. TERMOSTATO RADIO SE CAMBIA BATERIA Y EN 15 O 20 DIAS VUELVE A QUEDAR CON BATERIA BAJA Y HACER QUE FALLE.",0
La pantalla de todos los termostatos de la instalacion se queda difuminada  PANTALLA DIFUMINADA,1
La pantalla de todos los termostatos de la instalacion se queda difuminada  PANTALLA DIFUMINADA,1
La pantalla de todos los termostatos de la instalacion se queda difuminada  PANTALLA DIFUMINADA,1
La pantalla de todos los termostatos de la instalacion se queda difuminada  PANTALLA DIFUMINADA,1
La pantalla no funciona  La pantalla se pone verde y no muestra nada.,1
"Uno de los mandos hemos tenido que sutituir la pila en apenas 24 H, pero sigue fallando al igual que un segundo mando que se desconfigura TERMOSTATO RADIO SIMPLIFICADO AIRZONE LITE BLANCO El sistema ahorra solo o avanza cojeando solo",0
"Uno de los mandos hemos tenido que sutituir la pila en apenas 24 H, pero sigue fallando al igual que un segundo mando que se desconfigura TERMOSTATO RADIO SIMPLIFICADO AIRZONE LITE BLANCO el sistema o se para o arranca solo",0
AVERIADO EN GARANTIA. SE ENVIA AVERIADO A PTA. SE RUEGA ENVÍO A DELEGACION DE NUEVO TERMOSTATO BLUEFACE CABLE BL MATERIAL AVERIADO. NO RESPONDE,0
El mando se bloqueó en pantalla de reposo y no responde ni al tocar la pantalla ni al tocar el botón táctil. Se cambia usando material de nuestro Stock CE6- CABLE TERMOSTATO INTELIGENTE AIRZONE BLUEFACE Reposición de mando utilizado de nuestro Stock,0
EL TERMOSTATO SE QUEDA BLOQUEADO TERMOSTATO DE CABLE INTELIGENTE AIRZONE BLUEFACE BL 8 ENVIAR UN TERMOSTATO NUEVO,0
TERMOSTATO ENCIENDE PERO AL INTENTAR APAGAR EL MANDO NO REPSONDE  (AVERIA INTERMITENTE SEGUN CLIENTE) AL REALIZARLA VISITA AL TECNICO NO LE APAGABA EL TERMOSTATO PENSAR TERMOSTATO RADIO BLANCO TERMOSTATO FUNCIONA INTERMITENTE NO RESPONDE A LAS ACCIONES Y NO APAGA EN OCASIONES,0
"LA PANTALLA DEL TERMOSTATO NO ENCIENDE Y SE QUEDA EN AZUL Y NO SE PUEDE HACER NADA, NECESITAMOS QUE OS LLEVÉIS ESTE TERMOSTATO Y NOS TRAIGAIS UNO NUEVO._x000D_
""DI6 - TERMOSTATO CABLE INTELIGENTE AIRZONE BLUEFACE BL 32Z (AZDI6BLUEFACECB)"" DI6 - TERMOSTATO CABLE INTELIGENTE AIRZONE BLUEFAC EL TERMOSTATO NO ENCIENDE, LA PANTALLA SE QUEDA EN AZUL Y NO SE PUEDE UTILIZAR, NECESITO QUE NOS TRAIGAIS UNO NUEVO Y OS LLEVÉIS ESTE._x000D_
\""DI6 - TERMOSTATO CABLE INTELIGENTE AIRZONE BLUEFACE BL 32Z (AZDI6BLUEFACECB)\""",1
EL TERMOSTATO SE QUEDA CON RAYAS EN LA PANTALLA PENSAR TERMOSTATO RADIO BLANCO NECESITO REEMPLAZAR EL TERMOSTATO A LA MAYOR BREVEDAD POSIBLE.,1
"Envío TERMOSTATO para cambio en garantía._x000D_
Se ha quedado bloqueado y no te deja acceder._x000D_
Solicitamos reposición del mismo TERMOSTATO Solicitada reposicion en GARANTIA",0
TODA LA PANTALLA SE PONE EN DIFERENTES COLORES TERMOSTATO BLUEFACE BLANCO LA PANTALLA SE PONE EN DIFERENTES COLORES Y NO FUNCIONA,1
